,Unnamed: 0,da0_area_max,da0_area_min,da0_slope_max,da0_slope_min,da0_peak_max,da0_peak_min,da1_area_max,da1_area_min,da1_slope_max,da1_slope_min,da1_peak_max,da1_peak_min,da2_area_max,da2_area_min,da2_slope_max,da2_slope_min,da2_peak_max,da2_peak_min,da3_area_max,da3_area_min,da3_slope_max,da3_slope_min,da3_peak_max,da3_peak_min,da4_area_max,da4_area_min,da4_slope_max,da4_slope_min,da4_peak_max,da4_peak_min,da5_area_max,da5_area_min,da5_slope_max,da5_slope_min,da5_peak_max,da5_peak_min,da6_area_max,da6_area_min,da6_slope_max,da6_slope_min,da6_peak_max,da6_peak_min,da7_area_max,da7_area_min,da7_slope_max,da7_slope_min,da7_peak_max,da7_peak_min,da8_area_max,da8_area_min,da8_slope_max,da8_slope_min,da8_peak_max,da8_peak_min,da9_area_max,da9_area_min,da9_slope_max,da9_slope_min,da9_peak_max,da9_peak_min,da10_area_max,da10_area_min,da10_slope_max,da10_slope_min,da10_peak_max,da10_peak_min,da11_area_max,da11_area_min,da11_slope_max,da11_slope_min,da11_peak_max,da11_peak_min,target
803,803,4.660200116,-0.907254558,0.075719403,-0.0734698,0.576072308,-0.189318865,0.567304741,-0.133945233,0.096993185,-0.030731788,0.463942176,0.0,0.329267327,-0.120363824,0.087768891,-0.044891916,0.361534725,0.0,1.921132986,-0.412151458,0.131163685,-0.038993709,0.337450918,-0.39904014,0.011694644,-1.140441884,0.124025684,-0.020853969,0.258239566,-0.273092963,0.593379145,-0.15314315,0.088053143,-0.031179498,0.42033351,0.0,1.326010906,-0.302630576,0.018642411,0.0,0.17532337,-0.10935202,0.535933179,-0.155630596,0.009482166,-0.002984203,0.067272839,-0.059968822,0.426133745,-0.405364784,0.030939839,-0.018457194,0.08869532,-0.07778424,1.349812615,-0.22756869,0.052206629,-0.007404817,0.270711106,-0.129171475,1.164900976,-0.557405918,0.041386271,-0.006670843,0.185402138,-0.148249926,1.369370938,-0.183483692,0.040361642,-0.01530757,0.173650878,-0.149441695,0
2173,2173,1.403303837,-0.195147649,0.074904914,-0.062099497,0.349580687,0.0,0.874072354,-0.908577411,0.103817722,-0.078128153,0.496936851,0.0,0.817696718,-0.235157706,0.038310297,-0.030445109,0.112085632,-0.131580835,0.558267291,-1.331911329,0.089182429,-0.079764449,0.373564522,-0.06661641,2.842726245,-0.331054409,0.036365787,-0.051779606,0.355903597,-0.211505436,0.168342284,-2.179792714,0.106078368,-0.060106941,0.435548282,-0.023719401,0.63370477,-0.255186069,0.015573619,-0.008368566,0.102620576,-0.053351534,0.522839596,-0.224337125,0.015944014,0.0,0.102719333,-0.05842478,0.397734819,-0.159059804,0.018312562,0.0,0.079866571,-0.06655724,0.621395645,-0.044095662,0.019635656,0.0,0.093208909,-0.070782394,3.240757336,-0.018520687,0.179933773,-0.114992784,0.495379734,-0.110423407,0.370975865,-0.278415109,0.095706083,-0.094755728,0.289309175,0.0,0
3190,3190,0.771310876,-0.465034563,0.028834807,-0.012106038,0.120280481,-0.131171659,1.001599416,-0.473366252,0.024739505,-0.010417607,0.156564436,-0.090242506,0.431037768,-0.986749087,0.058429953,-0.056146619,0.264016449,-0.025110671,0.740471295,-1.458415471,0.027394901,-0.012018312,0.132147881,-0.251216562,0.462861764,-0.888226797,0.025466295,-0.019926544,0.090853528,-0.140025411,0.815295239,-1.402653454,0.027166306,-0.014265917,0.206584951,-0.137331693,0.714389035,-1.261783377,0.037873294,-0.040678817,0.245135131,-0.110802767,0.596807766,-0.101434129,0.010894667,-0.003566306,0.130847831,0.0,0.592198937,-0.666050479,0.020917685,-0.01416092,0.125689906,-0.106709394,0.407003335,-0.516752726,0.020426114,-0.012423332,0.064802951,-0.108641727,0.434692481,-0.278446782,0.025114898,-0.00837188,0.049756205,-0.129890533,3.322960763,-0.704347273,0.049117081,-0.06757951,0.382704017,-0.218143289,0
3210,3210,1.894991984,-0.269954956,0.056026092,-0.074636062,0.388940284,-0.030565096,0.089818298,-1.79475897,0.007525969,-0.021613607,0.03903006,-0.263296939,0.10037833,-1.671387267,0.005049741,-0.040740967,0.017556998,-0.322184827,0.076603604,-2.29432408,0.016545166,-0.021976879,0.047537026,-0.284438826,0.039243885,-1.915309978,0.02736011,-0.061214022,0.03779566,-0.400447018,0.10198685,-1.604752735,0.005547362,-0.029791668,0.019144324,-0.286131049,0.084653273,-1.916183454,0.016780124,-0.025479058,0.08744914,-0.269465207,0.364782873,-2.445654693,0.007392988,-0.040072042,0.109646918,-0.347149579,0.477771667,-1.70825795,0.009065888,-0.055518343,0.038993051,-0.392821119,0.024388128,-1.47145204,0.010780645,-0.070206623,0.0,-0.436186451,3.096486946,-0.289583064,0.09569429,-0.090112244,0.545244484,-0.112668974,0.234647715,-1.851149012,0.03308226,-0.021204509,0.136613715,-0.213457583,0
3763,3763,0.663153571,-0.270831269,0.031072553,-0.008100334,0.066876179,-0.134000503,0.396681913,-0.070837423,0.051688942,-0.056187572,0.215552154,0.0,0.363345965,-0.219020838,0.061405834,-0.018120348,0.0,-0.388219236,0.284502591,-0.194438501,0.11399016,-0.07659246,0.190978399,-0.220713558,0.294211321,-0.343997618,0.026151952,-0.005839204,0.073425724,-0.076223371,0.210162784,-0.508457673,0.051643166,-0.038897909,0.029473335,-0.193881653,0.398847573,-0.027470059,0.012864338,-0.009204839,0.057348355,-0.020407752,0.37679164,-0.122608049,0.027246784,-0.008803209,0.068170979,-0.069471235,0.589568322,-0.021674444,0.035225791,-0.010429176,0.076337663,-0.112829841,0.65181064,-0.040046855,0.033280871,-0.008372613,0.066572023,-0.122110644,1.088933604,-2.377382642,0.146250495,-0.083432934,0.510398421,-0.062156681,0.3396694,-0.106479595,0.117830251,-0.055923747,0.234049123,0.0,2
1629,1629,0.353130983,-0.022245045,0.127961931,-0.069598134,0.346708993,-0.011102042,1.257916808,-0.610605269,0.142329954,-0.092626433,0.29970305,-0.212815815,0.346646231,-1.288567147,0.077957483,-0.021823175,0.299321167,-0.258911488,0.177850491,-0.716815053,0.093281004,0.0,0.062201417,-0.495529008,0.387180551,-0.530980212,0.119562409,-0.069731864,0.320155826,-0.128903499,1.320698392,-1.384448897,0.073534957,-0.044955446,0.359780219,-0.273614975,0.155705804,-0.946385801,0.040401283,0.0,0.164736047,-0.183329783,0.031937246,-0.555446229,0.019690574,-0.015752295,0.049092016,-0.090215501,0.136917284,-0.178807298,0.027688103,-0.018347244,0.058833532,-0.088244507,0.0,-1.715235792,0.123663146,-0.08676651,0.309554165,-0.11567134,1.3853251,-2.774407154,0.040599648,-0.048733296,0.227120491,-0.409135955,0.035206279,-0.234054828,0.088663383,-0.058216624,0.259928248,-0.002744317,0
2475,2475,0.833333469,-0.93725396,0.011489027,-0.050137611,0.239521985,-0.23862777,0.41579675,-1.76853447,0.046125458,-0.054601903,0.099596033,-0.290800327,0.44810008,-1.408676549,0.044173902,-0.079519899,0.101625989,-0.307941595,0.677006173,-0.977998539,0.062105212,-0.033356183,0.251476722,-0.061946985,0.308688704,-1.804473071,0.040584915,-0.069477852,0.124632251,-0.315008833,0.034749998,-1.951016499,0.051415679,-0.078482993,0.074671972,-0.279853972,1.582156743,-0.924681447,0.020026015,-0.045566413,0.314819811,-0.049737669,1.185470947,-3.153796962,0.088173546,-0.10225221,0.343706818,-0.365710716,0.792907387,-0.612591726,0.120266127,-0.110138986,0.296254949,-0.096091051,0.888115532,-1.405177182,0.123734421,-0.106959055,0.356285793,-0.148960205,0.601405271,-0.695769532,0.07708857,-0.096210167,0.328186053,-0.060143407,0.150654673,-1.257542717,0.05647539,-0.07970241,0.219048458,-0.09798086,0
1835,1835,0.182767647,-0.211389572,0.071448189,-0.030965233,0.029457921,-0.325576546,1.832637086,-0.515040924,0.0,-0.02749552,0.270270126,-0.146875669,1.740138949,-0.510766032,0.0,-0.020087475,0.266847711,-0.116531338,0.065198328,-0.846320966,0.0,-0.038944561,0.133821195,-0.169811254,1.503856676,-0.023843488,0.0,-0.015190104,0.25777943,-0.013693082,1.757834075,-0.418202482,0.0,-0.023866545,0.257697596,-0.126646394,1.516670585,0.0,0.0,-0.005764378,0.208580176,0.0,0.498245513,-0.633337326,0.001844718,-0.010740166,0.130005728,-0.048602669,0.239080073,-0.340726596,0.006053173,-0.003523495,0.08002182,-0.008238438,1.710985767,-0.819193882,0.065727573,-0.007940248,0.079987972,-0.441970976,1.043396267,-1.421540171,0.014814833,-0.047511678,0.131321017,-0.281918604,0.719089559,-0.747176106,0.070103936,-0.022775468,0.159771778,-0.285663516,0
1728,1728,0.129046677,-3.047481334,0.036764136,-0.013879477,0.057968459,-0.486900833,0.689462926,-0.240391118,0.060540577,-0.069788572,0.127441397,-0.083781655,0.189653175,-0.034902998,0.027619889,-0.046735467,0.000445367,-0.10906375,1.862813747,-0.138924487,0.054881692,-0.053664589,0.259677669,-0.084239811,0.102335685,-0.256602265,0.040426567,-0.058595398,0.0,-0.249643775,4.101899555,-0.075636507,0.065474868,-0.129316417,0.691693779,-0.080029374,0.60871452,-0.796861591,0.024212085,-0.066429427,0.105971047,-0.218577591,0.242220481,-0.341708782,0.045694215,-0.071713738,0.0,-0.441190252,0.12425528,-0.109443486,0.037414622,-0.079537061,0.087754041,-0.161904279,0.645381932,-3.04609936,0.068669291,-0.029945199,0.281598944,-0.377176256,0.842378633,-0.173530656,0.076333701,-0.09540869,0.210604553,-0.068001529,0.213247749,-0.507527828,0.090869822,-0.055216562,0.061375808,-0.267776621,0
2994,2994,0.532016366,-0.566695974,0.05859487,-0.024676686,0.250842763,-0.021304778,0.202638928,-0.349483429,0.023516099,-0.02521147,0.052600798,-0.05832898,0.756157494,-1.366321948,0.034482936,-0.057063914,0.088949541,-0.305671502,0.085161222,-0.885620026,0.065080886,0.0,0.0,-0.448607952,0.678929421,-0.121921509,0.060695847,-0.041700576,0.101011303,-0.095703408,0.172389268,-0.412019054,0.015789667,-0.027930085,0.070685345,-0.046328854,0.376130272,-0.097606096,0.033029851,-0.028388897,0.121156186,-0.015354478,0.035226868,-0.805434526,0.033463181,-0.049375569,0.010114172,-0.315469598,0.927247878,-0.463623939,0.013349578,-0.014906127,0.094768945,-0.114896881,0.458182095,-0.389925634,0.020969444,-0.043014988,0.030027996,-0.12286155,1.626241702,-0.331319736,0.074892465,-0.033222956,0.302276019,-0.101143768,1.61443312,-3.677492419,0.049351668,-0.033082066,0.287340953,-0.517728578,0
3177,3177,0.267714452,-0.787529007,0.034850097,-0.015319709,0.194534013,-0.022524284,2.844399726,-0.123899601,0.038057898,-0.017616606,0.427709121,-0.022379458,0.015995868,-0.222661206,0.010231042,-0.009109821,0.038709588,-0.008118546,0.197044906,-0.082091003,0.03596818,-0.003066052,0.0,-0.223304321,0.293074064,-0.876077921,0.027095878,-0.019641364,0.133045286,-0.044244015,0.020900113,-0.192424813,0.012875522,-0.009579084,0.030780641,-0.025177885,0.039645965,-0.111001195,0.003568372,-0.006782176,0.020809559,-0.012468359,0.349548071,-0.053509814,0.009944074,-0.009557085,0.080861891,0.0,0.488159663,-0.119324062,0.014790802,-0.014703761,0.120815638,-0.00188715,0.480669124,-1.147336377,0.015360841,-0.028433716,0.175849555,-0.067810134,0.095687677,-0.0883556,0.031102612,-0.019952411,0.088016933,-0.010077212,0.407611611,-1.206590979,0.035048383,-0.037694147,0.2278464,-0.07669064,0
2770,2770,0.445548583,-0.344526828,0.036859402,-0.040309551,0.134894782,-0.062425,0.633693245,-0.115084277,0.039666116,-0.090328483,0.193347052,-0.091927546,0.632890573,-0.690454453,0.049602858,-0.147382868,0.185981317,-0.279058865,0.353350756,-0.210507681,0.038508681,-0.067448703,0.134706156,-0.085647797,0.160159005,-2.89552463,0.070278399,-0.042761311,0.135658856,-0.342483316,0.645412293,-0.098162343,0.04195932,-0.123412186,0.244165039,-0.141824833,1.899592649,-2.688781642,0.00780621,-0.023887328,0.267089545,-0.334157767,0.0,-3.321393137,0.018984123,-0.024276718,0.074708227,-0.432030569,0.598692212,-1.359131672,0.053254792,-0.072752601,0.257004328,-0.155497265,1.645184551,-1.482026243,0.112283126,-0.039883861,0.421214318,-0.190912897,0.637673033,-0.427181625,0.054654916,-0.083158564,0.152208037,-0.157267284,1.523920542,-0.374619585,0.047252813,-0.125017686,0.116162444,-0.315275666,0
97,97,0.324071964,-0.26185649,0.018835075,-0.008503748,0.022457102,-0.126056915,0.38486927,-0.089216386,0.087400742,-0.053978671,0.136263792,-0.098089329,0.259277628,-0.618128023,0.039734981,-0.118451528,0.0,-0.264566696,0.08546797,-0.042733985,0.052742128,0.0,0.0,-0.298988228,0.720360605,-0.10392588,0.026053753,-0.000924456,0.0608954,-0.137998596,0.243318186,-0.486636373,0.051464075,-0.077394772,0.044159261,-0.148738686,2.862645095,-1.118534237,0.031436285,-0.079948013,0.407384097,-0.209872207,0.911992031,-1.74881241,0.015714825,-0.0221267,0.067549131,-0.294895687,0.265856327,-0.080505908,0.013675333,-0.005661596,0.020936707,-0.062681415,0.246588603,-0.13445158,0.012450594,-0.004192796,0.016510704,-0.07621543,0.296721712,-0.484589926,0.165681009,-0.125457983,0.256823401,-0.122447174,0.144435864,-0.543143364,0.089045601,-0.089087908,0.198300164,-0.148280275,0
2559,2559,1.023488221,-0.25037313,0.020548382,-0.004844563,0.122350164,-0.093051799,0.505338903,-0.090796773,0.06279472,-0.058976846,0.298071766,0.0,0.532433951,-0.192226335,0.041857091,-0.09200691,0.141871783,-0.068754376,0.418077912,-0.440218609,0.050213897,0.0,0.013590383,-0.360643883,0.722598164,-0.58807021,0.023354473,-0.007593895,0.097283109,-0.100089356,0.506558296,-0.070357079,0.062630709,-0.077287031,0.21590987,0.0,3.582969357,-1.977287962,0.034835765,-0.106817258,0.151378171,-0.663426853,0.023468028,-2.777164068,0.009193145,-0.015351142,0.02804889,-0.341773418,2.903565236,-0.517200914,0.013876799,-0.021791632,0.396491925,-0.069025507,0.0,0.0,0.0,0.0,0.0,0.0,0.124879063,-1.710865406,0.021338503,-0.039403359,0.192090958,-0.092020544,0.676253912,-0.698669521,0.061733271,-0.053110289,0.181893564,-0.088477938,0
2676,2676,3.077472031,-0.717673954,0.04435288,-0.024610371,0.397369306,-0.130933911,2.096626259,-1.558830118,0.111030572,-0.05374741,0.584302164,-0.088470614,0.679577701,-1.228375164,0.073094163,-0.054487537,0.347553744,-0.03116214,0.245922728,-3.402547397,0.104901163,-0.043237768,0.418243922,-0.156824758,1.272281075,-0.717534718,0.084771998,-0.053989501,0.282767765,-0.109300443,0.835181264,-0.169458796,0.100581398,-0.054978945,0.455907665,0.0,2.358632853,-0.823483103,0.013386547,-0.025813294,0.343572782,-0.100704407,1.640087546,-0.367472182,0.028820719,-0.014376371,0.151306515,-0.170965434,1.801867105,-1.410828336,0.067884497,-0.054712928,0.425645842,-0.140610935,0.64117898,-2.622186255,0.108087632,-0.050696014,0.460003936,-0.085827166,1.26639178,-2.053622525,0.10369441,-0.049531987,0.445153106,-0.090301239,0.705023823,-1.952216826,0.117642277,-0.049498477,0.480475221,0.0,0
426,426,2.804330694,-1.517235355,0.026677947,-0.046245013,0.328812326,-0.313778803,1.653504581,-0.121476556,0.025035528,-0.0169737,0.265189385,-0.022663705,2.053361454,-0.943790963,0.015459554,-0.01328598,0.289976,-0.140243554,0.185349076,-2.363420979,0.042048138,-0.004908138,0.0,-0.464108197,0.538855729,-0.320316733,0.015431338,-0.023143749,0.182889451,-0.007082932,1.794864379,-1.882166341,0.020837235,-0.015995497,0.275470777,-0.266729963,1.627377824,-0.035951491,0.00091517,-0.012196783,0.264827365,-0.00308393,1.643110422,-1.169469539,0.019106736,-0.011745453,0.254924724,-0.189329582,1.672071279,-1.117308729,0.022023699,-0.011891826,0.266939913,-0.131862872,1.563887533,-0.112737204,0.023786339,-0.014693833,0.25553564,-0.017988596,1.688554278,-0.186334534,0.016807959,-0.011744516,0.274382695,-0.01828865,1.591471283,-0.348228405,0.014306136,-0.011624054,0.252654239,-0.042984441,0
2613,2613,0.161802091,-1.296345997,0.098368019,-0.067814669,0.119834403,-0.21775878,0.707640244,-1.022102432,0.133753516,-0.087658649,0.127873777,-0.288171175,0.449388638,-1.022040851,0.035496061,-0.03365588,0.059594624,-0.216010297,0.626821988,-1.280367276,0.112732172,-0.076110557,0.083715624,-0.24965003,0.305648773,-0.97794946,0.080496025,-0.057359297,0.111163375,-0.178140763,1.993553192,-0.323825355,0.126330419,-0.159035295,0.409535792,-0.206662146,0.273100149,-0.625648449,0.029648014,-0.026573577,0.075912072,-0.138413451,0.221668389,-0.615405926,0.036825482,-0.059776086,0.08953578,-0.116367367,0.190763121,-1.55901876,0.127049347,-0.069592181,0.117085004,-0.255032729,0.258397796,-1.60903508,0.167665141,-0.104731755,0.141580235,-0.305551571,0.101500301,-0.20081866,0.06679092,-0.125244871,0.11923541,-0.189845885,0.395227625,-0.216360292,0.060070305,-0.114899173,0.143377928,-0.192211966,0
1176,1176,0.316903914,-0.120327037,0.041816142,-0.035856765,0.112504255,-0.069025747,0.257350593,-0.06432407,0.014815909,-0.03942087,0.031045696,-0.14466518,0.457458285,-0.269119068,0.094428892,-0.133396956,0.161622994,-0.215966707,0.235926028,-0.06551417,0.017310741,-0.03736866,0.032688104,-0.097851547,0.332104199,-0.239637108,0.04510088,-0.033295346,0.074253874,-0.101596447,0.723181176,-0.0469619,0.138743686,-0.094607933,0.298088613,-0.071440256,3.730013616,-0.271219699,0.091538405,-0.120700267,0.562962114,-0.360310555,2.233534959,-0.333367813,0.01702134,-0.093847015,0.154889041,-0.300946034,1.158339587,-0.657262157,0.028824812,-0.14092261,0.0,-0.489854701,1.301749561,0.0,0.080082589,-0.036521299,0.12989509,-0.129226129,1.018870429,-0.254516965,0.140221553,-0.043456767,0.093221037,-0.188311026,1.221602217,-0.253444167,0.132403233,-0.04412985,0.112725708,-0.20105924,0
621,621,0.177015295,-1.927884726,0.023752516,-0.023246935,0.07572492,-0.295938439,0.262834649,-2.976978152,0.002460055,-0.030798711,0.058706612,-0.452874271,0.0,-2.568827523,0.002812895,-0.0276864,0.0,-0.391724655,1.352912558,-0.532113474,0.043572727,-0.049390651,0.188287605,-0.152523296,0.081463969,-2.447982205,0.012379273,-0.026397773,0.023001042,-0.374193885,0.067649514,-2.714006259,0.000715317,-0.031228906,0.022259553,-0.413683802,0.0,-3.336783664,0.006013581,-0.06192592,0.0,-0.483526235,0.790901109,-0.15572913,0.033757088,-0.014553741,0.107945854,-0.071084088,0.206130935,-0.162156682,0.041954209,-0.014889154,0.084413905,-0.030276958,2.191747073,-0.485556017,0.042167739,-0.018323577,0.066417887,-0.403058271,1.398265078,-0.697494975,0.005201627,-0.056139803,0.036136634,-0.393423104,1.606725237,-0.803362618,0.001328049,-0.038909725,0.092641755,-0.327939568,0
1439,1439,0.520927744,-0.424597061,0.072231679,-0.031356188,0.15835034,-0.110819939,1.112160155,-1.21163728,0.07093094,-0.097630009,0.347003029,-0.200517732,2.255360297,-1.20589072,0.099216493,-0.078046709,0.470225187,-0.296801111,0.766013923,-0.930463412,0.070896646,-0.084480059,0.250534067,-0.144246501,1.222364084,-0.551802863,0.073187315,-0.114131344,0.177467846,-0.352878313,1.715902244,-1.732041204,0.07133256,-0.114440425,0.461272862,-0.261038594,1.151640975,-0.114467019,0.036878943,-0.086209783,0.031158821,-0.280854067,0.182638188,-0.1336864,0.023732446,-0.096727209,0.0,-0.366265465,0.328941456,-1.352270761,0.050247198,-0.083610361,0.031902559,-0.425256236,1.641091033,-0.993196538,0.070898755,-0.055702139,0.211169501,-0.344933219,0.386289343,-0.415129272,0.015393551,-0.051198176,0.143204598,-0.138329963,2.423082564,-1.623670624,0.067733672,-0.095629782,0.564710981,-0.234816806,0
3741,3741,1.406780185,-0.678778515,0.026562669,-0.031758111,0.280378367,-0.12591935,0.919213885,-0.30245295,0.035548686,-0.091447473,0.077300125,-0.410262377,1.343533243,-0.448329789,0.006753029,-0.08367839,0.088730617,-0.373575715,0.052839446,-2.64100122,0.028993731,-0.029216615,0.165217607,-0.219920815,0.884968894,-0.915258813,0.012313346,-0.07074269,0.097233694,-0.264672116,0.772792223,-1.245562344,0.003825383,-0.080769779,0.092557866,-0.428889348,1.79476026,-2.292748142,0.047015999,-0.044779145,0.196083685,-0.389803045,0.349873016,-0.904668952,0.017871074,-0.037496435,0.077202394,-0.145777666,1.013554409,-0.714444448,0.033459709,-0.0294481,0.055810766,-0.208444398,0.480719048,-0.576610368,0.035618235,-0.026374311,0.0,-0.206726803,2.698647724,-0.955605139,0.061661521,-0.087104025,0.327418107,-0.177701451,1.128078776,-1.788622201,0.067145773,-0.061129734,0.420934359,-0.12646333,2
3175,3175,0.759832902,-0.101828779,0.07310296,-0.046422851,0.083797592,-0.187189988,0.919674129,-0.687397054,0.04629896,-0.0149502,0.210951476,-0.122954103,1.663698842,-0.541761972,0.060225384,-0.059998193,0.256571859,-0.155060924,0.865463884,-4.359635155,0.095580899,-0.051764318,0.160365283,-0.590670089,0.306320866,-1.995533957,0.097399325,-0.090493009,0.212972866,-0.226391717,1.286401823,-0.993655858,0.074948483,-0.044707006,0.298419134,-0.11775759,1.159953753,-1.318580003,0.041028904,-0.015814438,0.302577698,-0.07990377,1.595819044,-0.423979248,0.047890377,-0.014336605,0.340615392,-0.057057169,0.451429417,-0.664639907,0.017657869,-0.008677621,0.05691036,-0.136649115,0.135245161,-0.463790845,0.0233418,-0.009304469,0.079607891,-0.066786978,0.652078283,-0.73128629,0.124227398,-0.092540125,0.3335396,-0.110366137,0.548675743,-0.705470074,0.130486288,-0.052419487,0.411027435,-0.045114081,0
1477,1477,0.400722966,-0.114898399,0.014523333,-0.009824012,0.00244189,-0.079062779,0.51089912,-0.121850649,0.01351639,-0.006354439,0.030945991,-0.085412387,0.485116005,-1.985147875,0.033996264,-0.123624584,0.384703043,-0.267047808,0.319658383,-0.497936115,0.010577207,-0.014451922,0.0,-0.1450744,0.439924751,-0.185350839,0.018735278,-0.019837455,0.005090051,-0.112005206,0.637998703,-0.218493378,0.0209641,-0.002075907,0.096304545,-0.062335246,1.41125593,-0.643850824,0.023973486,-0.017142294,0.037554759,-0.260378745,0.377773907,-0.348108987,0.004257697,-0.099858619,0.0,-0.480287559,0.361864129,-0.04001379,0.024602915,-0.015624287,0.033321186,-0.09440326,0.302786252,-0.066740899,0.020839457,-0.013337489,0.017506896,-0.095279713,1.070370258,-0.041644406,0.124829352,-0.0663065,0.385223394,-0.066580528,0.957564351,-0.261949526,0.10708531,-0.040504537,0.428053189,-0.040156159,0
2402,2402,1.014036641,-0.087759519,0.030382836,-0.023881604,0.122672611,-0.079570356,0.439115423,-0.315890601,0.011600733,-0.011575253,0.074271222,-0.05975278,1.17581489,-0.225130637,0.013204877,-0.015614066,0.163350368,-0.066822059,0.061463592,-0.3563663,0.010003092,-0.012943057,0.021369527,-0.065267583,0.826181718,-0.862766512,0.090530916,-0.082353358,0.309280358,-0.041208158,0.870380105,-0.349528382,0.012267872,-0.010885427,0.128877172,-0.062084035,1.353539688,-1.541090889,0.103731842,-0.069426861,0.301629894,-0.235844365,0.285210772,-2.066183543,0.09678841,-0.096039491,0.388411936,-0.092673074,0.382715171,-0.765430341,0.010546373,-0.040402372,0.029006952,-0.230672091,1.112340714,-0.089630937,0.138055234,-0.21794778,0.328958398,-0.261961509,0.012503448,-0.326483733,0.0,-0.024020997,0.0,-0.193428482,0.349559793,-0.432784793,0.001290166,-0.027664036,0.0,-0.230346924,0
234,234,2.46391599,-1.208943955,0.030264521,-0.069147285,0.417580216,-0.122251188,2.247845597,-0.053247117,0.008889362,-0.023827765,0.329308955,-0.001622238,1.553580733,-0.781482551,0.008942557,-0.018366373,0.324127533,0.0,2.288986211,-0.090762965,0.016216083,-0.025654702,0.332515153,-0.010989548,1.528572369,-0.823891074,0.008006422,-0.015992726,0.319188506,-0.007190114,1.496597415,-0.804204647,0.008960102,-0.022909774,0.326630291,-0.002586486,0.166367193,-0.101156476,0.061305549,-0.08938582,0.115291772,-0.114149195,0.167574806,-0.7084598,0.043991759,-0.096433948,0.010717519,-0.34936968,1.719891475,-0.38268908,0.070816436,-0.054567011,0.354297433,-0.146099523,1.378187924,-0.125955095,0.128161618,-0.137703895,0.27630289,-0.147975425,1.586933155,-0.688699962,0.086603925,-0.108201414,0.383528214,-0.126934694,0.651723946,-0.408769276,0.059542817,-0.075833947,0.141311874,-0.142386143,0
40,40,0.060349719,-0.278697768,0.019713078,-0.004480298,0.028667577,-0.072482004,0.131119889,-0.174025619,0.016779243,-0.010053658,0.032007979,-0.05318139,0.154794191,-0.19464162,0.073309005,-0.04279506,0.277950028,-0.017578214,0.273848963,-0.104716772,0.018283331,-0.00806206,0.031748151,-0.053005772,0.338629693,-0.169171264,0.01164412,-0.039032408,0.088775632,-0.090055664,0.387368018,-0.182398726,0.01832079,-0.012097894,0.038886784,-0.075142073,0.796546991,-0.310994362,0.042787312,-0.024123207,0.158707222,-0.040139654,0.115452306,-0.12634117,0.016186498,-0.010599368,0.033297722,-0.039467687,0.125059358,-0.222913761,0.020188584,-0.014626246,0.030979551,-0.055518257,0.082494107,-0.077273914,0.01767792,-0.015351868,0.018201152,-0.044989533,0.049029819,-0.05780598,0.024275384,-0.010853252,0.008675857,-0.055562869,0.024850659,-0.109524884,0.026612423,-0.01489675,0.017060256,-0.050737549,0
2619,2619,1.215659886,-0.146531106,0.027046561,-0.020026294,0.154948591,-0.049333451,1.444030595,-1.608420655,0.104863213,-0.043440942,0.523760368,-0.07332247,0.494249538,-0.566640053,0.040000631,-0.030060496,0.165280458,-0.081780909,2.038584868,-1.864110417,0.101935424,-0.042149464,0.20389998,-0.576141288,1.292426909,-0.163982497,0.019220251,-0.034445812,0.187298431,-0.053878174,0.460463839,-0.335530574,0.071389321,-0.040260786,0.329197494,-0.022976065,0.994143022,-0.681663038,0.036742648,-0.038765454,0.281425625,-0.113893711,2.090764386,-0.427488105,0.019974116,-0.068567914,0.328772082,-0.25864952,2.062916846,-0.525135044,0.094556108,-0.037220542,0.445568238,-0.09267596,0.798177341,-1.86250914,0.039169864,-0.027829836,0.109577944,-0.314653491,2.163696752,-1.43874792,0.061838585,-0.029770766,0.567553993,-0.068564561,1.726640828,-0.611461129,0.100332062,-0.047753878,0.597142095,0.0,0
931,931,0.945886904,-0.939913117,0.019566984,-0.052015851,0.263785061,-0.105891924,3.673929635,-1.294088598,0.048865065,-0.073784605,0.440444932,-0.3145604,2.147070059,-1.909286386,0.027900721,-0.058133683,0.352128762,-0.227629471,0.77696129,-3.135970838,0.016044222,-0.017468137,0.320042512,-0.196816715,2.132085235,-0.841464886,0.021197872,-0.04329415,0.354266942,-0.077996339,1.978727351,-1.75528854,0.048959525,-0.067293567,0.447734174,-0.13325348,0.055404358,-2.938727981,0.01514825,-0.020006004,0.202970245,-0.209798108,0.141130487,-2.21947262,0.083409198,-0.103924599,0.198707581,-0.473573139,0.677984574,-1.489865253,0.037612741,-0.012006891,0.105806078,-0.183947366,3.493525057,-0.434687829,0.014219679,-0.051345332,0.528956583,-0.088775653,1.716474375,-0.305196368,0.007381007,-0.014432456,0.260586497,-0.014432456,1.485193655,-2.265384653,0.048143949,-0.020760847,0.178220541,-0.352442811,0
